X_i, allowed Y_i
-11911, "[-20857; 32767]"
-11910, "[-20858; 32767]"
-11909, "[-20859; 32767]"
-11908, "[-20860; 32767]"
-11907, "[-20861; 32767]"
-11906, "[-20862; 32767]"
-11905, "[-20863; 32767]"
-11904, "[-20864; 32767]"
-11903, "[-20865; 32767]"
-11902, "[-20866; 32767]"
-11901, "[-20867; 32767]"
-11900, "[-20868; 32767]"
-11899, "[-20869; 32767]"
-11898, "[-20870; 32767]"
-11897, "[-20871; 32767]"
-11896, "[-20872; 32767]"
-11895, "[-20873; 32767]"
-11894, "[-20874; 32767]"
-11893, "[-20875; 32767]"
-11892, "[-20876; 32767]"
-11891, "[-20877; 32767]"
-11890, "[-20878; 32767]"
-11889, "[-20879; 32767]"
-11888, "[-20880; 32767]"
-11887, "[-20881; 32767]"
-11886, "[-20882; 32767]"
-11885, "[-20883; 32767]"
-11884, "[-20884; 32767]"
-11883, "[-20885; 32767]"
-11882, "[-20886; 32767]"
-11881, "[-20887; 32767]"
-11880, "[-20888; 32767]"
-11879, "[-20889; 32767]"
-11878, "[-20890; 32767]"
-11877, "[-20891; 32767]"
-11876, "[-20892; 32767]"
-11875, "[-20893; 32767]"
-11874, "[-20894; 32767]"
-11873, "[-20895; 32767]"
-11872, "[-20896; 32767]"
-11871, "[-20897; 32767]"
-11870, "[-20898; 32767]"
-11869, "[-20899; 32767]"
-11868, "[-20900; 32767]"
-11867, "[-20901; 32767]"
-11866, "[-20902; 32767]"
-11865, "[-20903; 32767]"
-11864, "[-20904; 32767]"
-11863, "[-20905; 32767]"
-11862, "[-20906; 32767]"
-11861, "[-20907; 32767]"
-11860, "[-20908; 32767]"
-11859, "[-20909; 32767]"
-11858, "[-20910; 32767]"
-11857, "[-20911; 32767]"
-11856, "[-20912; 32767]"
-11855, "[-20913; 32767]"
-11854, "[-20914; 32767]"
-11853, "[-20915; 32767]"
-11852, "[-20916; 32767]"
-11851, "[-20917; 32767]"
-11850, "[-20918; 32767]"
-11849, "[-20919; 32767]"
-11848, "[-20920; 32767]"
-11847, "[-20921; 32767]"
-11846, "[-20922; 32767]"
-11845, "[-20923; 32767]"
-11844, "[-20924; 32767]"
-11843, "[-20925; 32767]"
-11842, "[-20926; 32767]"
-11841, "[-20927; 32767]"
-11840, "[-20928; 32767]"
-11839, "[-20929; 32767]"
-11838, "[-20930; 32767]"
-11837, "[-20931; 32767]"
-11836, "[-20932; 32767]"
-11835, "[-20933; 32767]"
-11834, "[-20934; 32767]"
-11833, "[-20935; 32767]"
-11832, "[-20936; 32767]"
-11831, "[-20937; 32767]"
-11830, "[-20938; 32767]"
-11829, "[-20939; 32767]"
-11828, "[-20940; 32767]"
-11827, "[-20941; 32767]"
-11826, "[-20942; 32767]"
-11825, "[-20943; 32767]"
-11824, "[-20944; 32767]"
-11823, "[-20945; 32767]"
-11822, "[-20946; 32767]"
-11821, "[-20947; 32767]"
-11820, "[-20948; 32767]"
-11819, "[-20949; 32767]"
-11818, "[-20950; 32767]"
-11817, "[-20951; 32767]"
-11816, "[-20952; 32767]"
-11815, "[-20953; 32767]"
-11814, "[-20954; 32767]"
-11813, "[-20955; 32767]"
-11812, "[-20956; 32767]"
-11811, "[-20957; 32767]"
-11810, "[-20958; 32767]"
-11809, "[-20959; 32767]"
-11808, "[-20960; 32767]"
-11807, "[-20961; 32767]"
-11806, "[-20962; 32767]"
-11805, "[-20963; 32767]"
-11804, "[-20964; 32767]"
-11803, "[-20965; 32767]"
-11802, "[-20966; 32767]"
-11801, "[-20967; 32767]"
-11800, "[-20968; 32767]"
-11799, "[-20969; 32767]"
-11798, "[-20970; 32767]"
-11797, "[-20971; 32767]"
-11796, "[-20972; 32767]"
-11795, "[-20973; 32767]"
-11794, "[-20974; 32767]"
-11793, "[-20975; 32767]"
-11792, "[-20976; 32767]"
-11791, "[-20977; 32767]"
-11790, "[-20978; 32767]"
-11789, "[-20979; 32767]"
-11788, "[-20980; 32767]"
-11787, "[-20981; 32767]"
-11786, "[-20982; 32767]"
-11785, "[-20983; 32767]"
-11784, "[-20984; 32767]"
-11783, "[-20985; 32767]"
-11782, "[-20986; 32767]"
-11781, "[-20987; 32767]"
-11780, "[-20988; 32767]"
-11779, "[-20989; 32767]"
-11778, "[-20990; 32767]"
-11777, "[-20991; 32767]"
-11776, "[-20992; 32767]"
-11775, "[-20993; 32767]"
-11774, "[-20994; 32767]"
-11773, "[-20995; 32767]"
-11772, "[-20996; 32767]"
-11771, "[-20997; 32767]"
-11770, "[-20998; 32767]"
-11769, "[-20999; 32767]"
-11768, "[-21000; 32767]"
-11767, "[-21001; 32767]"
-11766, "[-21002; 32767]"
-11765, "[-21003; 32767]"
-11764, "[-21004; 32767]"
-11763, "[-21005; 32767]"
-11762, "[-21006; 32767]"
-11761, "[-21007; 32767]"
-11760, "[-21008; 32767]"
-11759, "[-21009; 32767]"
-11758, "[-21010; 32767]"
-11757, "[-21011; 32767]"
-11756, "[-21012; 32767]"
-11755, "[-21013; 32767]"
-11754, "[-21014; 32767]"
-11753, "[-21015; 32767]"
-11752, "[-21016; 32767]"
-11751, "[-21017; 32767]"
-11750, "[-21018; 32767]"
-11749, "[-21019; 32767]"
-11748, "[-21020; 32767]"
-11747, "[-21021; 32767]"
-11746, "[-21022; 32767]"
-11745, "[-21023; 32767]"
-11744, "[-21024; 32767]"
-11743, "[-21025; 32767]"
-11742, "[-21026; 32767]"
-11741, "[-21027; 32767]"
-11740, "[-21028; 32767]"
-11739, "[-21029; 32767]"
-11738, "[-21030; 32767]"
-11737, "[-21031; 32767]"
-11736, "[-21032; 32767]"
-11735, "[-21033; 32767]"
-11734, "[-21034; 32767]"
-11733, "[-21035; 32767]"
-11732, "[-21036; 32767]"
-11731, "[-21037; 32767]"
-11730, "[-21038; 32767]"
-11729, "[-21039; 32767]"
-11728, "[-21040; 32767]"
-11727, "[-21041; 32767]"
-11726, "[-21042; 32767]"
-11725, "[-21043; 32767]"
-11724, "[-21044; 32767]"
-11723, "[-21045; 32767]"
-11722, "[-21046; 32767]"
-11721, "[-21047; 32767]"
-11720, "[-21048; 32767]"
-11719, "[-21049; 32767]"
-11718, "[-21050; 32767]"
-11717, "[-21051; 32767]"
-11716, "[-21052; 32767]"
-11715, "[-21053; 32767]"
-11714, "[-21054; 32767]"
-11713, "[-21055; 32767]"
-11712, "[-21056; 32767]"
-11711, "[-21057; 32767]"
-11710, "[-21058; 32767]"
-11709, "[-21059; 32767]"
-11708, "[-21060; 32767]"
-11707, "[-21061; 32767]"
-11706, "[-21062; 32767]"
-11705, "[-21063; 32767]"
-11704, "[-21064; 32767]"
-11703, "[-21065; 32767]"
-11702, "[-21066; 32767]"
-11701, "[-21067; 32767]"
-11700, "[-21068; 32767]"
-11699, "[-21069; 32767]"
-11698, "[-21070; 32767]"
-11697, "[-21071; 32767]"
-11696, "[-21072; 32767]"
-11695, "[-21073; 32767]"
-11694, "[-21074; 32767]"
-11693, "[-21075; 32767]"
-11692, "[-21076; 32767]"
-11691, "[-21077; 32767]"
-11690, "[-21078; 32767]"
-11689, "[-21079; 32767]"
-11688, "[-21080; 32767]"
-11687, "[-21081; 32767]"
-11686, "[-21082; 32767]"
-11685, "[-21083; 32767]"
-11684, "[-21084; 32767]"
-11683, "[-21085; 32767]"
-11682, "[-21086; 32767]"
-11681, "[-21087; 32767]"
-11680, "[-21088; 32767]"
-11679, "[-21089; 32767]"
-11678, "[-21090; 32767]"
-11677, "[-21091; 32767]"
-11676, "[-21092; 32767]"
-11675, "[-21093; 32767]"
-11674, "[-21094; 32767]"
-11673, "[-21095; 32767]"
-11672, "[-21096; 32767]"
-11671, "[-21097; 32767]"
-11670, "[-21098; 32767]"
-11669, "[-21099; 32767]"
-11668, "[-21100; 32767]"
-11667, "[-21101; 32767]"
-11666, "[-21102; 32767]"
-11665, "[-21103; 32767]"
-11664, "[-21104; 32767]"
-11663, "[-21105; 32767]"
-11662, "[-21106; 32767]"
-11661, "[-21107; 32767]"
-11660, "[-21108; 32767]"
-11659, "[-21109; 32767]"
-11658, "[-21110; 32767]"
-11657, "[-21111; 32767]"
-11656, "[-21112; 32767]"
-11655, "[-21113; 32767]"
-11654, "[-21114; 32767]"
-11653, "[-21115; 32767]"
-11652, "[-21116; 32767]"
-11651, "[-21117; 32767]"
-11650, "[-21118; 32767]"
-11649, "[-21119; 32767]"
-11648, "[-21120; 32767]"
-11647, "[-21121; 32767]"
-11646, "[-21122; 32767]"
-11645, "[-21123; 32767]"
-11644, "[-21124; 32767]"
-11643, "[-21125; 32767]"
-11642, "[-21126; 32767]"
-11641, "[-21127; 32767]"
-11640, "[-21128; 32767]"
-11639, "[-21129; 32767]"
-11638, "[-21130; 32767]"
-11637, "[-21131; 32767]"
-11636, "[-21132; 32767]"
-11635, "[-21133; 32767]"
-11634, "[-21134; 32767]"
-11633, "[-21135; 32767]"
-11632, "[-21136; 32767]"
-11631, "[-21137; 32767]"
-11630, "[-21138; 32767]"
-11629, "[-21139; 32767]"
-11628, "[-21140; 32767]"
-11627, "[-21141; 32767]"
-11626, "[-21142; 32767]"
-11625, "[-21143; 32767]"
-11624, "[-21144; 32767]"
-11623, "[-21145; 32767]"
-11622, "[-21146; 32767]"
-11621, "[-21147; 32767]"
-11620, "[-21148; 32767]"
-11619, "[-21149; 32767]"
-11618, "[-21150; 32767]"
-11617, "[-21151; 32767]"
-11616, "[-21152; 32767]"
-11615, "[-21153; 32767]"
-11614, "[-21154; 32767]"
-11613, "[-21155; 32767]"
-11612, "[-21156; 32767]"
-11611, "[-21157; 32767]"
-11610, "[-21158; 32767]"
-11609, "[-21159; 32767]"
-11608, "[-21160; 32767]"
-11607, "[-21161; 32767]"
-11606, "[-21162; 32767]"
-11605, "[-21163; 32767]"
-11604, "[-21164; 32767]"
-11603, "[-21165; 32767]"
-11602, "[-21166; 32767]"
-11601, "[-21167; 32767]"
-11600, "[-21168; 32767]"
-11599, "[-21169; 32767]"
-11598, "[-21170; 32767]"
-11597, "[-21171; 32767]"
-11596, "[-21172; 32767]"
-11595, "[-21173; 32767]"
-11594, "[-21174; 32767]"
-11593, "[-21175; 32767]"
-11592, "[-21176; 32767]"
-11591, "[-21177; 32767]"
-11590, "[-21178; 32767]"
-11589, "[-21179; 32767]"
-11588, "[-21180; 32767]"
-11587, "[-21181; 32767]"
-11586, "[-21182; 32767]"
-11585, "[-21183; 32767]"
-11584, "[-21184; 32767]"
-11583, "[-21185; 32767]"
-11582, "[-21186; 32767]"
-11581, "[-21187; 32767]"
-11580, "[-21188; 32767]"
-11579, "[-21189; 32767]"
-11578, "[-21190; 32767]"
-11577, "[-21191; 32767]"
-11576, "[-21192; 32767]"
-11575, "[-21193; 32767]"
-11574, "[-21194; 32767]"
-11573, "[-21195; 32767]"
-11572, "[-21196; 32767]"
-11571, "[-21197; 32767]"
-11570, "[-21198; 32767]"
-11569, "[-21199; 32767]"
-11568, "[-21200; 32767]"
-11567, "[-21201; 32767]"
-11566, "[-21202; 32767]"
-11565, "[-21203; 32767]"
-11564, "[-21204; 32767]"
-11563, "[-21205; 32767]"
-11562, "[-21206; 32767]"
-11561, "[-21207; 32767]"
-11560, "[-21208; 32767]"
-11559, "[-21209; 32767]"
-11558, "[-21210; 32767]"
-11557, "[-21211; 32767]"
-11556, "[-21212; 32767]"
-11555, "[-21213; 32767]"
-11554, "[-21214; 32767]"
-11553, "[-21215; 32767]"
-11552, "[-21216; 32767]"
-11551, "[-21217; 32767]"
-11550, "[-21218; 32767]"
-11549, "[-21219; 32767]"
-11548, "[-21220; 32767]"
-11547, "[-21221; 32767]"
-11546, "[-21222; 32767]"
-11545, "[-21223; 32767]"
-11544, "[-21224; 32767]"
-11543, "[-21225; 32767]"
-11542, "[-21226; 32767]"
-11541, "[-21227; 32767]"
-11540, "[-21228; 32767]"
-11539, "[-21229; 32767]"
-11538, "[-21230; 32767]"
-11537, "[-21231; 32767]"
-11536, "[-21232; 32767]"
-11535, "[-21233; 32767]"
-11534, "[-21234; 32767]"
-11533, "[-21235; 32767]"
-11532, "[-21236; 32767]"
-11531, "[-21237; 32767]"
-11530, "[-21238; 32767]"
-11529, "[-21239; 32767]"
-11528, "[-21240; 32767]"
-11527, "[-21241; 32767]"
-11526, "[-21242; 32767]"
-11525, "[-21243; 32767]"
-11524, "[-21244; 32767]"
-11523, "[-21245; 32767]"
-11522, "[-21246; 32767]"
-11521, "[-21247; 32767]"
-11520, "[-21248; 32767]"
-11519, "[-21249; 32767]"
-11518, "[-21250; 32767]"
-11517, "[-21251; 32767]"
-11516, "[-21252; 32767]"
-11515, "[-21253; 32767]"
-11514, "[-21254; 32767]"
-11513, "[-21255; 32767]"
-11512, "[-21256; 32767]"
-11511, "[-21257; 32767]"
-11510, "[-21258; 32767]"
-11509, "[-21259; 32767]"
-11508, "[-21260; 32767]"
-11507, "[-21261; 32767]"
-11506, "[-21262; 32767]"
-11505, "[-21263; 32767]"
-11504, "[-21264; 32767]"
-11503, "[-21265; 32767]"
-11502, "[-21266; 32767]"
-11501, "[-21267; 32767]"
-11500, "[-21268; 32767]"
-11499, "[-21269; 32767]"
-11498, "[-21270; 32767]"
-11497, "[-21271; 32767]"
-11496, "[-21272; 32767]"
-11495, "[-21273; 32767]"
-11494, "[-21274; 32767]"
-11493, "[-21275; 32767]"
-11492, "[-21276; 32767]"
-11491, "[-21277; 32767]"
-11490, "[-21278; 32767]"
-11489, "[-21279; 32767]"
-11488, "[-21280; 32767]"
-11487, "[-21281; 32767]"
-11486, "[-21282; 32767]"
-11485, "[-21283; 32767]"
-11484, "[-21284; 32767]"
-11483, "[-21285; 32767]"
-11482, "[-21286; 32767]"
-11481, "[-21287; 32767]"
-11480, "[-21288; 32767]"
-11479, "[-21289; 32767]"
-11478, "[-21290; 32767]"
-11477, "[-21291; 32767]"
-11476, "[-21292; 32767]"
-11475, "[-21293; 32767]"
-11474, "[-21294; 32767]"
-11473, "[-21295; 32767]"
-11472, "[-21296; 32767]"
-11471, "[-21297; 32767]"
-11470, "[-21298; 32767]"
-11469, "[-21299; 32767]"
-11468, "[-21300; 32767]"
-11467, "[-21301; 32767]"
-11466, "[-21302; 32767]"
-11465, "[-21303; 32767]"
-11464, "[-21304; 32767]"
-11463, "[-21305; 32767]"
-11462, "[-21306; 32767]"
-11461, "[-21307; 32767]"
-11460, "[-21308; 32767]"
-11459, "[-21309; 32767]"
-11458, "[-21310; 32767]"
-11457, "[-21311; 32767]"
-11456, "[-21312; 32767]"
-11455, "[-21313; 32767]"
-11454, "[-21314; 32767]"
-11453, "[-21315; 32767]"
-11452, "[-21316; 32767]"
-11451, "[-21317; 32767]"
-11450, "[-21318; 32767]"
-11449, "[-21319; 32767]"
-11448, "[-21320; 32767]"
-11447, "[-21321; 32767]"
-11446, "[-21322; 32767]"
-11445, "[-21323; 32767]"
-11444, "[-21324; 32767]"
-11443, "[-21325; 32767]"
-11442, "[-21326; 32767]"
-11441, "[-21327; 32767]"
-11440, "[-21328; 32767]"
-11439, "[-21329; 32767]"
-11438, "[-21330; 32767]"
-11437, "[-21331; 32767]"
-11436, "[-21332; 32767]"
-11435, "[-21333; 32767]"
-11434, "[-21334; 32767]"
-11433, "[-21335; 32767]"
-11432, "[-21336; 32767]"
-11431, "[-21337; 32767]"
-11430, "[-21338; 32767]"
-11429, "[-21339; 32767]"
-11428, "[-21340; 32767]"
-11427, "[-21341; 32767]"
-11426, "[-21342; 32767]"
-11425, "[-21343; 32767]"
-11424, "[-21344; 32767]"
-11423, "[-21345; 32767]"
-11422, "[-21346; 32767]"
-11421, "[-21347; 32767]"
-11420, "[-21348; 32767]"
-11419, "[-21349; 32767]"
-11418, "[-21350; 32767]"
-11417, "[-21351; 32767]"
-11416, "[-21352; 32767]"
-11415, "[-21353; 32767]"
-11414, "[-21354; 32767]"
-11413, "[-21355; 32767]"
-11412, "[-21356; 32767]"
-11411, "[-21357; 32767]"
-11410, "[-21358; 32767]"
-11409, "[-21359; 32767]"
-11408, "[-21360; 32767]"
-11407, "[-21361; 32767]"
-11406, "[-21362; 32767]"
-11405, "[-21363; 32767]"
-11404, "[-21364; 32767]"
-11403, "[-21365; 32767]"
-11402, "[-21366; 32767]"
-11401, "[-21367; 32767]"
-11400, "[-21368; 32767]"
-11399, "[-21369; 32767]"
-11398, "[-21370; 32767]"
-11397, "[-21371; 32767]"
-11396, "[-21372; 32767]"
-11395, "[-21373; 32767]"
-11394, "[-21374; 32767]"
-11393, "[-21375; 32767]"
-11392, "[-21376; 32767]"
-11391, "[-21377; 32767]"
-11390, "[-21378; 32767]"
-11389, "[-21379; 32767]"
-11388, "[-21380; 32767]"
-11387, "[-21381; 32767]"
-11386, "[-21382; 32767]"
-11385, "[-21383; 32767]"
-11384, "[-21384; 32767]"
-11383, "[-21385; 32767]"
-11382, "[-21386; 32767]"
-11381, "[-21387; 32767]"
-11380, "[-21388; 32767]"
-11379, "[-21389; 32767]"
-11378, "[-21390; 32767]"
-11377, "[-21391; 32767]"
-11376, "[-21392; 32767]"
-11375, "[-21393; 32767]"
-11374, "[-21394; 32767]"
-11373, "[-21395; 32767]"
-11372, "[-21396; 32767]"
-11371, "[-21397; 32767]"
-11370, "[-21398; 32767]"
-11369, "[-21399; 32767]"
-11368, "[-21400; 32767]"
-11367, "[-21401; 32767]"
-11366, "[-21402; 32767]"
-11365, "[-21403; 32767]"
-11364, "[-21404; 32767]"
-11363, "[-21405; 32767]"
-11362, "[-21406; 32767]"
-11361, "[-21407; 32767]"
-11360, "[-21408; 32767]"
-11359, "[-21409; 32767]"
-11358, "[-21410; 32767]"
-11357, "[-21411; 32767]"
-11356, "[-21412; 32767]"
-11355, "[-21413; 32767]"
-11354, "[-21414; 32767]"
-11353, "[-21415; 32767]"
-11352, "[-21416; 32767]"
-11351, "[-21417; 32767]"
-11350, "[-21418; 32767]"
-11349, "[-21419; 32767]"
-11348, "[-21420; 32767]"
-11347, "[-21421; 32767]"
-11346, "[-21422; 32767]"
-11345, "[-21423; 32767]"
-11344, "[-21424; 32767]"
-11343, "[-21425; 32767]"
-11342, "[-21426; 32767]"
-11341, "[-21427; 32767]"
-11340, "[-21428; 32767]"
-11339, "[-21429; 32767]"
-11338, "[-21430; 32767]"
-11337, "[-21431; 32767]"
-11336, "[-21432; 32767]"
-11335, "[-21433; 32767]"
-11334, "[-21434; 32767]"
-11333, "[-21435; 32767]"
-11332, "[-21436; 32767]"
-11331, "[-21437; 32767]"
-11330, "[-21438; 32767]"
-11329, "[-21439; 32767]"
-11328, "[-21440; 32767]"
-11327, "[-21441; 32767]"
-11326, "[-21442; 32767]"
-11325, "[-21443; 32767]"
-11324, "[-21444; 32767]"
-11323, "[-21445; 32767]"
-11322, "[-21446; 32767]"
-11321, "[-21447; 32767]"
-11320, "[-21448; 32767]"
-11319, "[-21449; 32767]"
-11318, "[-21450; 32767]"
-11317, "[-21451; 32767]"
-11316, "[-21452; 32767]"
-11315, "[-21453; 32767]"
-11314, "[-21454; 32767]"
-11313, "[-21455; 32767]"
-11312, "[-21456; 32767]"
-11311, "[-21457; 32767]"
-11310, "[-21458; 32767]"
-11309, "[-21459; 32767]"
-11308, "[-21460; 32767]"
-11307, "[-21461; 32767]"
-11306, "[-21462; 32767]"
-11305, "[-21463; 32767]"
-11304, "[-21464; 32767]"
-11303, "[-21465; 32767]"
-11302, "[-21466; 32767]"
-11301, "[-21467; 32767]"
-11300, "[-21468; 32767]"
-11299, "[-21469; 32767]"
-11298, "[-21470; 32767]"
-11297, "[-21471; 32767]"
-11296, "[-21472; 32767]"
-11295, "[-21473; 32767]"
-11294, "[-21474; 32767]"
-11293, "[-21475; 32767]"
-11292, "[-21476; 32767]"
-11291, "[-21477; 32767]"
-11290, "[-21478; 32767]"
-11289, "[-21479; 32767]"
-11288, "[-21480; 32767]"
-11287, "[-21481; 32767]"
-11286, "[-21482; 32767]"
-11285, "[-21483; 32767]"
-11284, "[-21484; 32767]"
-11283, "[-21485; 32767]"
-11282, "[-21486; 32767]"
-11281, "[-21487; 32767]"
-11280, "[-21488; 32767]"
-11279, "[-21489; 32767]"
-11278, "[-21490; 32767]"
-11277, "[-21491; 32767]"
-11276, "[-21492; 32767]"
-11275, "[-21493; 32767]"
-11274, "[-21494; 32767]"
-11273, "[-21495; 32767]"
-11272, "[-21496; 32767]"
-11271, "[-21497; 32767]"
-11270, "[-21498; 32767]"
-11269, "[-21499; 32767]"
-11268, "[-21500; 32767]"
-11267, "[-21501; 32767]"
-11266, "[-21502; 32767]"
-11265, "[-21503; 32767]"
-11264, "[-21504; 32767]"
-11263, "[-21505; 32767]"
-11262, "[-21506; 32767]"
-11261, "[-21507; 32767]"
-11260, "[-21508; 32767]"
-11259, "[-21509; 32767]"
-11258, "[-21510; 32767]"
-11257, "[-21511; 32767]"
-11256, "[-21512; 32767]"
-11255, "[-21513; 32767]"
-11254, "[-21514; 32767]"
-11253, "[-21515; 32767]"
-11252, "[-21516; 32767]"
-11251, "[-21517; 32767]"
-11250, "[-21518; 32767]"
-11249, "[-21519; 32767]"
-11248, "[-21520; 32767]"
-11247, "[-21521; 32767]"
-11246, "[-21522; 32767]"
-11245, "[-21523; 32767]"
-11244, "[-21524; 32767]"
-11243, "[-21525; 32767]"
-11242, "[-21526; 32767]"
-11241, "[-21527; 32767]"
-11240, "[-21528; 32767]"
-11239, "[-21529; 32767]"
-11238, "[-21530; 32767]"
-11237, "[-21531; 32767]"
-11236, "[-21532; 32767]"
-11235, "[-21533; 32767]"
-11234, "[-21534; 32767]"
-11233, "[-21535; 32767]"
-11232, "[-21536; 32767]"
-11231, "[-21537; 32767]"
-11230, "[-21538; 32767]"
-11229, "[-21539; 32767]"
-11228, "[-21540; 32767]"
-11227, "[-21541; 32767]"
-11226, "[-21542; 32767]"
-11225, "[-21543; 32767]"
-11224, "[-21544; 32767]"
-11223, "[-21545; 32767]"
-11222, "[-21546; 32767]"
-11221, "[-21547; 32767]"
-11220, "[-21548; 32767]"
-11219, "[-21549; 32767]"
-11218, "[-21550; 32767]"
-11217, "[-21551; 32767]"
-11216, "[-21552; 32767]"
-11215, "[-21553; 32767]"
-11214, "[-21554; 32767]"
-11213, "[-21555; 32767]"
-11212, "[-21556; 32767]"
-11211, "[-21557; 32767]"
-11210, "[-21558; 32767]"
-11209, "[-21559; 32767]"
-11208, "[-21560; 32767]"
-11207, "[-21561; 32767]"
-11206, "[-21562; 32767]"
-11205, "[-21563; 32767]"
-11204, "[-21564; 32767]"
-11203, "[-21565; 32767]"
-11202, "[-21566; 32767]"
-11201, "[-21567; 32767]"
-11200, "[-21568; 32767]"
-11199, "[-21569; 32767]"
-11198, "[-21570; 32767]"
-11197, "[-21571; 32767]"
-11196, "[-21572; 32767]"
-11195, "[-21573; 32767]"
-11194, "[-21574; 32767]"
-11193, "[-21575; 32767]"
-11192, "[-21576; 32767]"
-11191, "[-21577; 32767]"
-11190, "[-21578; 32767]"
-11189, "[-21579; 32767]"
-11188, "[-21580; 32767]"
-11187, "[-21581; 32767]"
-11186, "[-21582; 32767]"
-11185, "[-21583; 32767]"
-11184, "[-21584; 32767]"
-11183, "[-21585; 32767]"
-11182, "[-21586; 32767]"
-11181, "[-21587; 32767]"
-11180, "[-21588; 32767]"
-11179, "[-21589; 32767]"
-11178, "[-21590; 32767]"
-11177, "[-21591; 32767]"
-11176, "[-21592; 32767]"
-11175, "[-21593; 32767]"
-11174, "[-21594; 32767]"
-11173, "[-21595; 32767]"
-11172, "[-21596; 32767]"
-11171, "[-21597; 32767]"
-11170, "[-21598; 32767]"
-11169, "[-21599; 32767]"
-11168, "[-21600; 32767]"
-11167, "[-21601; 32767]"
-11166, "[-21602; 32767]"
-11165, "[-21603; 32767]"
-11164, "[-21604; 32767]"
-11163, "[-21605; 32767]"
-11162, "[-21606; 32767]"
-11161, "[-21607; 32767]"
-11160, "[-21608; 32767]"
-11159, "[-21609; 32767]"
-11158, "[-21610; 32767]"
-11157, "[-21611; 32767]"
-11156, "[-21612; 32767]"
-11155, "[-21613; 32767]"
-11154, "[-21614; 32767]"
-11153, "[-21615; 32767]"
-11152, "[-21616; 32767]"
-11151, "[-21617; 32767]"
-11150, "[-21618; 32767]"
-11149, "[-21619; 32767]"
-11148, "[-21620; 32767]"
-11147, "[-21621; 32767]"
-11146, "[-21622; 32767]"
-11145, "[-21623; 32767]"
-11144, "[-21624; 32767]"
-11143, "[-21625; 32767]"
-11142, "[-21626; 32767]"
-11141, "[-21627; 32767]"
-11140, "[-21628; 32767]"
-11139, "[-21629; 32767]"
-11138, "[-21630; 32767]"
-11137, "[-21631; 32767]"
-11136, "[-21632; 32767]"
-11135, "[-21633; 32767]"
-11134, "[-21634; 32767]"
-11133, "[-21635; 32767]"
-11132, "[-21636; 32767]"
-11131, "[-21637; 32767]"
-11130, "[-21638; 32767]"
-11129, "[-21639; 32767]"
-11128, "[-21640; 32767]"
-11127, "[-21641; 32767]"
-11126, "[-21642; 32767]"
-11125, "[-21643; 32767]"
-11124, "[-21644; 32767]"
-11123, "[-21645; 32767]"
-11122, "[-21646; 32767]"
-11121, "[-21647; 32767]"
-11120, "[-21648; 32767]"
-11119, "[-21649; 32767]"
-11118, "[-21650; 32767]"
-11117, "[-21651; 32767]"
-11116, "[-21652; 32767]"
-11115, "[-21653; 32767]"
-11114, "[-21654; 32767]"
-11113, "[-21655; 32767]"
-11112, "[-21656; 32767]"
-11111, "[-21657; 32767]"
-11110, "[-21658; 32767]"
-11109, "[-21659; 32767]"
-11108, "[-21660; 32767]"
-11107, "[-21661; 32767]"
-11106, "[-21662; 32767]"
-11105, "[-21663; 32767]"
-11104, "[-21664; 32767]"
-11103, "[-21665; 32767]"
-11102, "[-21666; 32767]"
-11101, "[-21667; 32767]"
-11100, "[-21668; 32767]"
-11099, "[-21669; 32767]"
-11098, "[-21670; 32767]"
-11097, "[-21671; 32767]"
-11096, "[-21672; 32767]"
-11095, "[-21673; 32767]"
-11094, "[-21674; 32767]"
-11093, "[-21675; 32767]"
-11092, "[-21676; 32767]"
-11091, "[-21677; 32767]"
-11090, "[-21678; 32767]"
-11089, "[-21679; 32767]"
-11088, "[-21680; 32767]"
-11087, "[-21681; 32767]"
-11086, "[-21682; 32767]"
-11085, "[-21683; 32767]"
-11084, "[-21684; 32767]"
-11083, "[-21685; 32767]"
-11082, "[-21686; 32767]"
-11081, "[-21687; 32767]"
-11080, "[-21688; 32767]"
-11079, "[-21689; 32767]"
-11078, "[-21690; 32767]"
-11077, "[-21691; 32767]"
-11076, "[-21692; 32767]"
-11075, "[-21693; 32767]"
-11074, "[-21694; 32767]"
-11073, "[-21695; 32767]"
-11072, "[-21696; 32767]"
-11071, "[-21697; 32767]"
-11070, "[-21698; 32767]"
-11069, "[-21699; 32767]"
-11068, "[-21700; 32767]"
-11067, "[-21701; 32767]"
-11066, "[-21702; 32767]"
-11065, "[-21703; 32767]"
-11064, "[-21704; 32767]"
-11063, "[-21705; 32767]"
-11062, "[-21706; 32767]"
-11061, "[-21707; 32767]"
-11060, "[-21708; 32767]"
-11059, "[-21709; 32767]"
-11058, "[-21710; 32767]"
-11057, "[-21711; 32767]"
-11056, "[-21712; 32767]"
-11055, "[-21713; 32767]"
